IELTS	saddle		n. 鞍；马鞍；车座	He was putting a saddle on the horse
IELTS	harness		n. 马具；挽具	You cannot judge a horse by harness
IELTS	falcon		n. 隼；猎鹰	
IELTS	hawk		n. 鹰；隼	
IELTS	eagle		n. 雕	
IELTS	owl		n. 猫头鹰	
IELTS	swallow		n. 燕子	
IELTS	sparrow		n. 麻雀	
IELTS	pigeon		n. 鸽子	
IELTS	crow		n. 乌鸦	
IELTS	swan		n. 天鹅	
IELTS	goose		n. 鹅；鹅肉	
IELTS	cock		n. 公鸡；雄禽	
IELTS	mouse		n. 老鼠；鼠标	
IELTS	rat		n. 老鼠；卑鄙的人	
IELTS	squirrel		n. 松树	
IELTS	hare		n. 野兔	
IELTS	frog		n. 青蛙	
IELTS	behaviour		n. =behavior 行为；活动方式	
IELTS	bite		v./n. 咬；（昆虫）叮；吞饵	
IELTS	sting		v./n. 刺；叮；（使）感觉刺痛；鳌针；蜇痛	It is the nature of the scorpion to sting
IELTS	bark		v./n. 吠；大声嚷；树皮	
IELTS	roar		n./v. 吼叫；咆哮	
IELTS	rub		v./n. 擦；摩擦；困难；障碍	
IELTS	creep		v. 爬行；悄悄地爬行	We take off our shoes and creep cautiously along the passage
IELTS	crawl		v. 爬；爬行；卑躬屈膝；巴结	
IELTS	habitat		n. 栖息地	
IELTS	nest		n. 巢；窝；穴	
IELTS	hive		n./v. 蜂房；繁忙的场所；（使）入蜂箱；（像蜜蜂般）密集群居	
IELTS	cell		n. 蜂房巢室；细胞；单人牢房	
IELTS	cage		n. 笼子	
IELTS	stable		n./adj. 马厩；牛棚；稳定的	
IELTS	barn		n. 谷仓；牲口棚	
IELTS	hedge		n. 树篱；障碍物	There is a opening in the hedge
IELTS	barrier		n. 障碍	
IELTS	bar		n. 栅；栏杆；条；长块	
IELTS	anatomy		n. 解剖学	
IELTS	epidemic		n./adj. 流行病；（坏事的）盛行；流行性的；极为盛行的	
IELTS	gene		n. 基因	
IELTS	germ		n. 微生物；细菌	
IELTS	bacteria		n. 细菌；bacterium 的复数形式	
IELTS	virus		n. 病毒	
IELTS	microbe		n. 微生物	
IELTS	metabolism		n. 新陈代谢	
IELTS	protein		n. 蛋白质	You need more protein to build you up
IELTS	vitamin		n. 维生素	
IELTS	secrete		v. 分泌	The kidneys secrete urine
IELTS	excrete		v. 排泄；分泌	The function of kidneys are excrete waste products
IELTS	devour		v. 吞食；狼吞虎咽的吃	
IELTS	instinct		n. 本能；天性；直觉	
IELTS	intuitive		adj. 直觉的	
IELTS	potential		n./adj. 潜力；潜在的	
IELTS	intelligence		n. 智慧；智力；情报；谍报	Use your intelligence, and you're succeed some day
IELTS	functional		adj. 功能的；起作用的	
IELTS	sensitive		adj. 灵敏的；易担忧的；需谨慎对待的	
IELTS	flexible		adj. 灵活的；弹性的	
IELTS	acoustic		adj. 听觉的；声音的	
IELTS	optical		adj. 视觉的；光学的	
IELTS	nocturnal		adj. 夜间活动的	Hamsters are nocturnal creatures
IELTS	dormant		adj. 睡着的；休眠的；（动物等）冬眠的	
IELTS	hibernation		n. 冬眠	
IELTS	track		v./n. 追踪；足迹；踪迹；轨道	
IELTS	trace		v./n. 追踪；查出；追溯；痕迹；少许	They traced the criminal to a house in the city
IELTS	alternate		v. （使）交替；（使）轮流	Sunny weather alternated with rain
IELTS	prey		n./v. 猎物；捕食	
IELTS	predator		n. 掠夺者；捕食性动物	
IELTS	victim		n. 受害者	
IELTS	captive		n./adj. 俘虏；被关押的；收控制的	
IELTS	defensive		adj. 防御性的	we took a defensive attitude in the negotiation
IELTS	undergo		v. 经历；经受	
IELTS	suffer		v. 遭受；受折磨；变糟	
IELTS	vulnerable		adj. 易受伤的；脆弱的	
IELTS	subsistence		n. 勉强维持生活	The standard of living at that time was on the edge of subsistence 当时的生活水平出于勉强维生边缘
IELTS	exist		v. 存在；生存	
IELTS	exterminate		v. 消灭；根除	We've made great efforts to exterminate mosquitoes and flies
